;Matvare;Vann;Kilojoule;Fett;Kolesterol;Karbohydrat;Kostfiber;Protein;Vitamin A;Vitamin D;Vitamin E;Vitamin C
;;g;kJ;g;mg;g;g;g;RAE;µg;alfa-TE;mg
5.071;Klibrød, med hvetekli;2;1303;3.2;0;38.5;37.1;13.7;0;0;1.5;0
5.073;Skonrokk, grov;6;1659;8.7;15;63.4;9;11;85;0;1.5;0
5.075;Smørbrødkjeks, fet, type Cream cracker;3;1755;16.4;0;54.6;3.5;11.3;0;0;3.1;0
5.076;Smørbrødkjeks, mager, usøtet, type Frokost;3;1603;1.6;0;75.4;3.8;13.6;0;0;0.2;0
5.077;Smørbrødkjeks, grov, type Kornmo;4;1730;12.2;5;63.5;6.4;8.7;6;0;1.5;0
5.078;Kjeks søt, kremfyll;3;2014;21.2;0;65.3;2.4;5.9;3;0;2.4;0
5.079;Kjeks søt, type Mariekjeks;1;1879;12.8;1;74;3.1;7.2;4;0;1.4;0
5.08;Kjeks søt, type Gjende;3;1941;18.6;0;65.4;3.6;6.6;0;0;2.3;0
5.081;Kakelefse, tykklefse, uten fyll;26;1423;11.4;4;51.6;1.7;6.5;9;0;0.4;1
5.082;Kakelefse, tykklefse, påsmurt, kjøpt;27;1558;19.9;0;41.5;2.4;5.7;155;2;2.9;0
5.084;Lompe, potetlefse, potetlompe, kjøpt;46;812;0.7;0;39.3;3.5;5.3;0;0;0.1;0
5.085;Vafler med egg, helmelk;54;913;9.8;69;24.8;1;7.1;116;0.8;1.4;1
5.086;Vafler med fløte/rømme, uten egg;51;1094;16.1;46;23.5;1.3;5.2;188;0.1;0.6;1
5.087;Delfiakake;19;2106;42.9;52;24.9;1.9;4.7;50;0.2;1;0
5.088;Formkake med mindre fett;29;1325;10;3;48.8;1.6;6.6;93;0.9;1.1;1
5.089;Formkake, med epler;48;1099;13.7;63;30.1;1.8;3.9;163;1.4;2;4
5.09;Formkake, marmor;27;1527;18.1;81;42.6;1.5;7.1;207;1.7;2.4;1
5.091;Formkake, fet, dansk sandkake;24;1738;23.7;90;45.4;0.7;4.9;274;2.4;2.6;0
5.093;Fyrstekake med epler;35;1344;14.1;25;42.7;1.9;4.8;147;1.4;1.7;3
5.094;Fyrstekake med mandler;17;1785;22.3;49;47;2.2;8.4;149;1.3;5.9;1
5.095;Hveteboller, med helmelk;28;1349;11.1;6;45.9;2.3;8.2;101;0.9;1.2;2
5.096;Hvetekake;33;1162;6.4;7;44.4;2.4;8.9;52;0.4;0.8;2
5.097;Julekake;27;1333;9.4;5;49.7;2.7;7;85;0.7;1;1
5.098;Kokosmakroner;15;1909;28.5;0;42;5.6;5.6;0;0;0.3;0
5.099;Kransekake;6;2030;25;0;52.8;3.4;10.6;0;0;11.1;0
5.1;Hvetekringle, gjærdeig, med tørket frukt;25;1368;9.8;18;50.6;2.6;7.3;96;0.8;1.2;1
5.102;Napoleonskake;46;1287;19.7;63;27.2;0.7;5.3;248;1.5;1.9;1
5.103;Nøttebunn;25;1694;24.2;140;36.8;2.1;9.2;96;0.5;8.6;0
5.104;Rullekake, med syltetøy;34;1141;3.6;125;52.2;1.5;6.4;96;0.4;1.9;15
5.105;Rullekake, med smørkrem av margarin;24;1651;19.9;162;47.1;0.6;6.4;285;2.1;3;1
5.106;Serinakaker;14;1879;24.1;55;49.8;1.9;7.4;246;2.2;3.3;1
5.107;Sirupskake;32;1119;2.3;6;53.2;2.2;6.6;13;0;0.4;1
5.108;Sjokoladekake, med glasur;26;1527;16.5;42;47.2;2.1;5.7;158;1.2;1.7;1
5.109;Skolebrød, med melisglasur, eggekrem, kokos, kjøpt;32;1183;8.2;0;44.6;2.4;6;13;0;0.8;0
5.11;Smultringer;20;1936;31.6;60;38.5;1.3;6;119;0.2;0.8;1
5.111;Sukkerbrød;33;1200;5.7;206;47.6;1;10.1;140;0.7;2.6;1
5.112;Bløtkake med krem, syltetøy;44;1307;19.3;134;29.4;0.8;5.1;291;0.4;1.6;6
5.113;Sukkerbrød, med eggekrem, bær, gele;71;448;4.4;58;13;0.6;3.5;68;0.2;0.8;14
5.115;Terte, uten fyll;16;2147;40.4;0;31.6;1.8;5.9;400;4;3.7;1
5.117;Vørterkake;28;1165;1.6;2;55.7;4.4;7.3;5;0;0.3;0
5.118;Wienerbrød med eggekrem;27;1691;25.8;56;35.9;1.7;6.6;241;2.2;3.4;1
5.12;Finbakstmel;15;1463;2;0;70.5;2.5;10;0;0;0.8;0
5.121;Grovbakstmel, 40% sammalt;14;1365;2;0;60.8;7.5;11.6;0;0;0.9;0
5.122;Havrekli;10;1519;7.5;0;54.6;13;12.3;0;0;7.5;0
5.125;Ris polert, parboiled, langkornet, kokt;72;430;0.3;0;21.6;1.4;2.4;0;0;0;0
5.126;Solsikkefrø;5;2387;49.6;0;7.2;10.5;20.3;3;0;28.1;1
5.127;Havregrøt, med vann;89;178;0.8;0;6.9;1.1;1.3;0;0;0.1;0
5.128;Risgrøt, med lettmelk;83;305;1.1;5;12.1;0.3;3.3;9;0;0;0
5.129;Brød, grovbakst, 40% sammalt mel;36;1010;2.6;0;42.8;5.4;8.4;0;0;0.6;0
5.13;Pasta naturell, makaroni/spagetti o.l, kokt;63;632;2.5;0;26.5;1.6;4.5;0;0;0.3;0
5.131;Eplepai;57;910;11.7;0;24.4;2.3;2.6;115;1.1;1.3;4
5.132;Bokhvete, mel, lyst;13;1407;2;0;70.4;1.9;7.1;0;0;0.3;0
5.133;Pannekaker, med lettmelk, stekt i myk margarin;61;763;5.3;55;25.1;0.9;7.8;72;0.5;1;1
5.134;Peppernøtter;7;1905;21.4;17;57.7;2.1;6.8;68;0;0.5;2
5.135;Kjeks søt, vaffel, fylt;2;2201;30.4;0;58.1;1.5;4.5;0;0;0.6;0
5.136;Havre ristet, med frukt, olje, type Crüsli;4;1829;14.2;0;66.5;5.9;7.4;0;0;0.4;0
5.139;Marengs;3;1649;0;0;92.4;0;4.6;0;0;0;0
5.14;Havremakroner, kjøpt;10;1739;15;102;58.4;3.1;9.8;167;1.3;2.4;0
5.142;Knekkebrød, med havre;7;1537;5.3;0;61;10.3;13;52;0;0.5;0
5.143;Knekkebrød, ekstra fiber;6;1459;8;0;43.2;26;13;0;0;1.5;0
5.144;Flatbrød, med havre, kjøpt;4;1349;4.2;0;50.9;11.5;13.9;0;0;0.5;0
5.146;Flatbrød, hjemmebakt type, kjøpt;3;1451;1.6;0;65.5;12.2;10.6;0;0;0.5;0
5.147;Sesamfrø, uten skall;5;2601;55;0;4.5;4.9;26.5;4;0;2.3;0
5.148;Knekkebrød, rug, grovt;7;1425;1.9;0;62;16.3;10;1;0;0.8;0
5.149;Kjeks søt, havre og sjokolade;3;2048;24.2;4;58.6;4.2;7.2;0;0;2.3;0
5.15;Kjeks søt, barnekjeks med sjokolade;3;2022;21.3;0;64.6;2.1;7;14;0;1.3;0
5.151;Kjeks søt, barnekjeks;3;1853;12.5;0;74.8;2.3;5.9;0;0;2.1;0
5.152;Smørbrødkjeks, type Kaptein;4;1570;6.4;0;61.1;5.4;14.8;0;0;0.9;0
5.153;Kjeks søt, sjokoladebiter, nøtter, Cookies, små;3;2056;25.3;0;59.1;2.3;5.7;0;0;2.9;0
5.154;Smørbrødkjeks, salt, fet, type Ritz, Seltiner;3;1952;23.4;0;53.5;3.8;8.6;0;0;2.4;0
5.156;Hveteflak ristet, med hvetekli, type All-bran Regular;4;1523;2.8;0;66;14.7;10.6;0;0;0.9;0
5.158;Frokostkorn, sjokoladesmak;4;1636;2;0;83;3.4;7.3;1;0;0.2;0
5.162;Mesterbrød, kjøpt;34;1067;2.9;0;45.3;5.4;8.6;0;0;0.6;0
5.163;Birkebeinerbrød, kjøpt;36;1015;2.8;0;42.4;6.2;8.3;0;0;0.5;0
5.164;Norsk fjellbrød, kjøpt;36;993;2.9;0;39.9;6.1;9.3;0;0;0.6;0
5.165;Kneippbrød, Bakers;37;1014;2.8;0;43;5.6;7.9;0;0;0.5;0
5.17;Squashfrø, gresskarfrø;7;2312;45.8;0;12.7;3.9;21.8;19;0;26;0
5.18;Vannbakkels, uten fyll;35;1652;30.5;194;20.2;1.1;10.1;386;3.2;4.6;1
5.182;Chapatti brød, sammalt mel;35;994;1.8;0;40.6;9;9.7;0;0;0.7;0
5.183;Grovbrød, halvstekt type, stekt;37;950;1.5;0;41;6.2;8.7;0;0;0.7;0
5.184;Pumpernikkel, fullkornbrød, kjøpt;40;859;1.6;0;37;9.9;5.4;10;0;0.3;0
5.185;Landbrød, halvstekt type, stekt;36;1017;1.6;0;45;5.2;8.9;0;0;0.5;0
5.186;Loff, hvitt brød, halvstekt type, stekt;34;1097;1.6;4;50.2;3.7;9.1;0;0;0.5;0
5.187;Skillingsbolle, kanelsnurr;24;1414;11;2;50.2;2.2;8;101;1;1.2;2
5.188;Pitabrød, fint, kjøpt;41;922;1.1;0;42.7;3.1;7.7;0;0;0.5;0
5.189;Knekkebrød, rug, tynt, type Rugsprø, Finncrisp;5;1457;1.7;0;63.6;15.7;11;1;0;0.8;0
5.19;Knekkebrød, glutenfritt;7;1604;6.5;0;71.1;6.6;6;52;0;0.6;0
5.192;Kavring, søt, sukkerkavring;5;1675;11;15;57.5;6.5;14;85;0;1.6;0
5.193;Riskaker, lettsaltet;5;1609;3;0;78;4.5;8;1;0;1;0
5.194;Riskaker, usaltet;5;1609;3;0;78;4.5;8;1;0;1;0
5.195;Tacoskjell, maisskjell;7;2035;25.2;0;56;5.2;6.4;0;0;2.1;0
5.196;Tortilla, hvetelefse, fint;27;1247;7.1;0;48.3;2.5;8.4;0;0;1.1;0
5.197;Kjeks søt, grov, type Digestive;3;1972;20.3;0;62.9;3.6;7.2;0;0;3.7;0
5.198;Pepperkaker;2;1923;15.9;15;72.5;1.5;5.3;124;1;1.5;0
5.199;Berlinerbolle, kjøpt;31;1356;13.6;20;42.8;2.2;6.3;31;0;1.3;1
5.2;Bløtkake med krem, syltetøy, marsipanlokk;37;1532;25.2;92;29.1;1.9;5.3;256;0.2;3.4;4
5.201;Sjokoladekake, uten glasur;29;1497;18.2;56;40.7;2;6.8;193;1.7;2.1;1
5.202;Hveteboller, med lettmelk;29;1317;10.2;3;45.9;2.3;8.3;93;0.9;1.1;2
5.203;Mazarin, kjøpt;13;1909;22.5;19;57.7;0.3;5.5;127;1.8;1;0
5.205;Ostekake, med kjeksbunn;49;1194;18.6;35;24.8;1;4.5;192;0.7;1;0
5.206;Rundstykke fint, sk melk;35;1103;5.2;0;43;2.5;9.4;42;0.4;0.8;0
5.207;Hveteboller med rosiner, kjøpt;29;1170;5.7;0;46.6;3.9;8;34;0;1.1;0
5.208;Nøttekake, myk;21;1746;24.3;109;39.3;2.4;9.4;76;0.4;8.4;0
5.21;Gulrotkake;37;1187;9.4;60;42.3;1.8;6.2;207;0.8;2.1;0
5.211;Baguette fin, halvstekt type, stekt;34;1100;1.4;0;50.6;2.5;9.9;0;0;0.3;0
5.212;Ris polert, langkornet, tørr;13;1457;0.7;0;75.9;1;7.8;0;0;0;0
5.215;Rundstykke grovt, halvstekt type, stekt;29;1219;5.3;0;48.7;6.5;8.4;0;0;1.3;0
5.216;Rundstykke fint, halvstekt type, stekt;33;1153;3.8;0;48.3;3.5;9.6;0;0;0.3;0
5.217;Hveteboller uten rosiner, kjøpt;26;1337;6.3;0;54.8;3.1;8.7;38;0;1.2;0
5.218;Pannekaker, med sk melk, stekt uten fett;63;651;1.8;52;25.8;1;8.1;36;0.2;0.8;1
5.221;Kjeks søt, havre, type Bixit;3;1919;19.1;4;60.9;5.7;7.7;0;0;2.3;0
5.222;Nudler uten egg, tørr;11;1658;6.2;0;68.8;5.2;12.8;0;0;0;0
5.223;Rismel, risstivelse;11;1527;1.3;0;79.3;0.8;7.3;0;0;0;0
5.224;Sorghum;11;1521;3.3;0;69.8;3.2;11;0;0;0.8;0
5.225;Couscous, tørr;9;1361;0.6;0;63.6;5;12.8;0;0;0.1;0
5.226;Pasta naturell, fersk, rå;30;1243;1.9;0;56.3;3.6;11;0;0;0.7;0
5.227;Pasta grønn, fersk, rå;30;1229;2.3;0;54.2;2.9;11.7;0;0;0.9;0
5.229;Pasta naturell, fersk, kokt;70;547;4;45;18.2;1;4.8;31;0.2;1;1
5.231;Bokhvete, hele korn;14;1350;2;0;60.4;5.8;11.9;1;0;0.1;0
5.233;Bulgurgryn, tørr;9;1393;2.3;0;62.5;7.7;10.8;0;0;1.4;0
5.235;Kornblanding, med frukt, nøtter el. frø, Müsli;10;1560;9.5;0;56.9;8.9;10;0;0;2.3;0
5.236;Kornblanding, med frukt, Müsli;9;1448;4.6;0;62.9;7.3;8.8;0;0;0.5;0
5.237;Havreputer, type Havrefras;4;1577;6.4;0;63;10;11.1;0;0;0.6;0
5.238;Kornblanding, Müsli med frukt, nøtter, søtet;8;1585;5.9;0;66;6.8;11.2;0;0;1.5;0
5.239;Corn flakes, søt, type Frosties;4;1598;0.9;0;86;1.8;5.2;0;0;0;0
5.24;Frokostkorn, ristet hvete og ris, type Spesial K;5;1631;1.7;0;75;3.3;15.7;0;0;0.3;0
5.241;Hvetekli ristet, type All-Bran plus;3;1425;4.6;0;47.4;27.8;13.3;0;0;2.3;0
5.242;Hveteflak ristet, med kli og frukt;5;1469;2;0;66;15;9;0;0;0.8;0
5.243;Nudler hvete, uten egg, kokt;65;725;4.3;0;27.7;1.9;4.7;0;0;0.5;0
5.244;Hvetebrikker, type Weetabix;6;1528;2.5;0;67.4;10.5;12.1;0;0;0.8;0
5.245;Grøt, risgrøt, med helmelk;81;364;2.8;7;11.9;0.3;3.3;23;0;0.1;0
5.246;Pannekaker, med helmelk, stekt i hard margarin;57;848;7.7;58;24.9;0.9;7.8;89;0.5;1.2;1
5.247;Vafler med egg, lettmelk;56;863;8.4;64;24.9;1;7.1;105;0.8;1.4;1
5.248;Tortilla, maislefse;28;1258;7.6;0;46.2;3.9;9.4;0;0;1;0
5.249;Glutenfritt mel, brød og kakemiks, Toro;5;1486;1.1;0;84;0;1;0;0;0;0
5.25;Glutenfritt mel, lyst, Toro;5;1604;3;0;85;1.8;2;0;0;0.3;0
5.251;Glutenfritt mel, grovt, Toro;5;1429;2.5;0;72.5;5.5;3.5;0;0;0;0
5.252;Couscous, kokt;58;774;5;0;28.6;2;5.1;7;0.1;0.5;0
5.253;Pasta grønn, fersk, kokt;68;585;4.2;47;19.3;1.2;5.4;51;0.2;1.2;2
5.254;Ris, hurtigris, kokt;77;390;0.1;0;20.8;0.2;1.8;0;0;0;0
5.255;Ris upolert, naturris, langkornet, kokt;73;421;0.7;0;19.5;2.6;2.5;0;0;0.2;0
5.258;Pannekaker, med lettmelk, stekt i hard margarin;60;774;5.6;55;25.1;0.9;7.8;72;0.5;1.1;1
5.262;Glutenfritt brød, fint, vann;50;828;1.5;0;43.5;1.1;1.4;0;0;0.2;0
5.263;Glutenfritt brød, grovt, vann;50;744;1.4;0;37.1;3;2.2;0;0;0;0
5.264;Glutenfritt brød, fint, lettmelk;46;912;2;2;46.3;1.1;2.5;4;0;0.2;0
5.265;Glutenfritt brød, grovt, lettmelk;46;829;1.8;2;40.3;2.9;3.2;4;0;0;0
5.266;Glutenfrie boller, med lettmelk;34;1168;7.8;24;48.3;0.3;3.3;82;0.7;0.8;0
5.268;Muffins, med sjokoladebiter, kjøpt;20;1677;22;70;43.8;1.4;6.3;18;0;6.8;0
5.27;Vafler med egg, sk melk;56;837;7.7;60;24.9;1;7.1;98;0.8;1.4;1
5.271;Rundstykke, grovt, kjøpt;27;1232;3.5;9;52.2;4.6;10.5;0;0;0.6;0
5.272;Rugbrød, fint, kjøpt;35;1047;2.6;6;45.7;5;7.9;0;0;0.4;0
5.273;Rugbrød, grovt, kjøpt;36;993;3.4;8;38.7;7.4;8.8;0;0;0.6;0
5.274;Kneippbrød, kjøpt;36;987;2.2;4;42.6;4.4;8.6;0;0;0.5;0
5.278;Grovbrød, med sirup, kjøpt;36;968;2.4;5;41.4;4.1;8.4;0;0;0.6;0
5.279;Grovbrød, uten sirup, kjøpt;38;991;2.5;4;41.2;6.3;8.7;0;0;0.5;0
5.28;Frokostbrød fint, kjøpt;29;1268;6.4;21;47.5;5.6;10.5;0;0;1;0
5.281;Frokostbrød grovt, kjøpt;30;1193;5.1;7;45;6.3;11.1;0;0;1.1;0
5.282;Pannekaker, med sk melk, stekt i hard margarin;61;733;4.5;51;25.1;0.9;7.8;63;0.5;1.1;1
5.283;Loff, hvitt brød, spiral, kjøpt;34;1117;3.3;8;47.5;3.9;9.2;0;0;0.6;0
5.284;Loff, hvitt brød, formstekt, kjøpt;34;1084;2.9;7;46.6;3.1;9.4;0;0;0.5;0
5.285;Bulgurgryn, kokt;59;743;4.7;0;27.7;3.1;4.3;0;0;0.9;0
5.286;Hveteboller, med sk melk;29;1297;9.6;0;46;2.3;8.3;88;0.9;1.1;2
5.287;Wienerkringle med mandelfyll;26;1583;21.6;14;39;2.8;5.8;104;1.5;4.2;0
5.288;Vafler med egg, lettmelk, uten fett;54;783;2.9;62;30.9;1.4;8.2;47;0.2;1;1
5.289;Ris polert, langkornet, kokt;69;512;0.2;0;26.4;0.8;2.9;0;0;0;0
5.29;Firkornbrød, kjøpt;32;1057;4.8;0;40.4;3.9;9.5;0;0;1.4;0
5.291;Eggekrem, vaniljekrem;74;541;5.4;120;12.7;0.2;7.3;96;0.4;1.4;0
5.292;Sjokoladeglasur;17;1600;11.8;3;64.8;2.2;2.6;3;0;0.3;0
5.293;Smørkrem, med smør;11;2309;40.4;202;46.2;0;1.7;571;4.5;1.2;0
5.294;Smørkrem, med hard margarin;11;2262;39.5;101;45.7;0;1.4;463;4;3.6;0
5.295;Vaniljekrem, med helmelk;75;486;3.6;15;17.8;0.1;2.9;31;0;0.1;0
5.299;Melisglasur;15;1358;0;0;79.9;0;0;0;0;0;1
5.3;Rundstykke fint, vann;39;1044;5.2;0;40.9;2.5;8;41;0.4;0.8;0
5.301;Rundstykke grovt, vann;39;1029;5.4;0;38;5.2;8.3;41;0.4;0.9;0
5.302;Rundstykke mellomgrovt, vann;39;1031;5.3;0;39.2;3.8;8.1;41;0.4;0.9;0
5.303;Fiberbrød, Fiberbakst, kjøpt;34;1039;3.2;5;41.2;6.1;10.1;0;0;1;0
5.304;Ris, hurtigris, 1% salt, tørr;10;1483;0.2;0;78.2;1.5;7.9;0;0;0;0
5.305;Ris polert, Basmatiris, tørr;12;1503;1;0;76.8;0.5;9.2;0;0;0;0
5.306;Ris polert, Jasminris, tørr;13;1505;0.7;0;79.5;0;7.5;0;0;0;0
5.307;Ris grøtris, 5-25 min koketid, tørr;10;1501;0.6;0;80;1.2;6.4;0;0;0;0
5.308;Kjeks søt, fylt med syltetøy el. frukt;12;1628;9.8;0;68.9;2;4.6;15;0;0.8;0
5.309;Kjeks søt, havre, type SIBAS;5;1909;18.5;0;62.2;3.7;8.1;100;1.5;3.1;0
5.31;Kjeks søt, havreflarn;3;2033;22.4;0;64;2.6;5.6;22;0;3.8;0
5.311;Kjeks søt,  sjokoladebiter, Cookies, store;9;1765;16.4;24;60.7;2.8;6.1;8;0;1.5;0
5.312;Croissant uten fyll, kjøpt;22;1690;21.4;33;43.7;1.3;8.5;93;0;1.5;0
5.313;Kakelefse, Vestlandslefsa, ferdig smurt, kjøpt;30;1454;17.2;0;41.4;1.9;5.8;108;1.7;2.9;0
5.314;Skillingsbolle, kanelsnurr med sukkerstrø, kjøpt;25;1233;5.2;0;51.8;2.2;8.4;17;0;0.8;0
5.315;Skillingsbolle med vaniljekrem, melisglasur, kjøpt;39;1104;5.2;0;46;2;6.7;10;0;0.8;0
5.316;Wienerbrød med syltetøy, kjøpt;34;1446;17.9;0;37.9;2.8;6.9;127;2;3.5;5
5.317;Brownies med sjokoladeglasur, kjøpt;15;1761;20.2;40;54.2;3;4;3;0;3.1;0
5.318;Donuts med sjokoladeglasur, kjøpt;18;2066;37.3;8;33.3;1.8;6.2;6;2.5;4.4;0
5.319;Formkake med glasur, kjøpt;23;1659;18.2;38;52.7;1.2;4.7;15;0;6;0
5.32;Formkake uten glasur, kjøpt;18;1699;20;57;51.6;1.5;4.1;7;0;6;0
5.321;Gulrotkake med ostekrem, kjøpt;31;1391;12.4;21;50.3;1.6;3.8;51;0;2.7;0
5.322;Muffins med blåbær, kjøpt;25;1584;20.5;74;42.3;1.6;5.5;25;2;5.6;M
5.323;Rullekake, med smørkrem, kjøpt;21;1603;17;30;51.6;1.9;4.8;55;0;2.4;0
5.324;Sjokoladekake, med glasur, kjøpt;17;1753;21.6;46;50;2.3;5;11;1;5.4;0
5.325;Pasta, fersk med kjøtt, Tortellini, rå;31;1230;4.6;61;47.1;3.5;13.6;16;0;0.8;0
5.326;Pasta, fersk med kjøtt og ost, Tortellini, rå;35;1191;4.1;27;48.8;2.8;11;22;0;2.2;0
5.327;Pasta, fersk med ost, Ravioli, rå;29;1354;7.4;48;48.4;4.1;13.2;45;0;1.4;0
5.328;Smørbrødkjeks, type Start;4;1651;5.1;0;75;3.4;9.4;3;0;0.7;0
6.001;Potet, tidligpotet, rå;80;228;0.1;0;11.2;1.1;1.5;0;0;0.2;17
6.003;Potet, høstpotet, rå;78;306;0.1;0;15.3;1.6;1.7;0;0;0.2;13
6.004;Potet, lagringspotet, rå;77;333;0.1;0;16.6;2;1.8;0;0;0.1;14
6.005;Potet, hermetisk, avrent;83;301;0.1;0;15.1;2.3;1.3;0;0;0.1;5
6.006;Pommes frites, fryst;66;641;5.2;0;22;4.6;2.2;0;0;0.5;10
6.007;Potetchips;1;2226;31.8;0;54.7;3.4;5.4;0;0;4.1;27
6.008;Potetmos, av pulver med melk;80;404;3.5;0;13.6;1.2;2;0;0.3;0.1;7
6.009;Potetskruer, potetringer;1;1935;19;0;61;13.7;5;0;0;0.1;10
6.01;Agurk, norsk, rå;96;44;0.1;0;1.2;0.8;0.8;7;0;0.1;8
6.011;Artiskokk, rå;85;113;0.2;0;1.3;4.5;2.8;8;0;0.4;2
6.012;Asparges, rå;92;94;0.2;0;1.3;1.5;3.1;27;0;2;33
6.014;Asparges, hermetisk, avrent;94;101;0.2;0;1.7;1.5;3.1;29;0;2;33
6.015;Aubergine, rå;93;95;0.5;0;2.2;2.3;1.2;6;0;0;4
6.016;Blomkål, buketter, norsk, rå;92;97;0.2;0;2.3;2.3;1.9;4;0;0.3;58
6.018;Brokkoli, med stilk, norsk, rå;90;119;0.3;0;1.9;2.7;3.2;30;0;0.5;70
6.023;Bønner, brune, tørre;11;1319;1.5;0;44.6;16.4;22;2;0;0.3;0
6.024;Bønner, hvite, i tomatsaus, hermetisk;73;400;0.6;0;14.3;6.6;4.8;6;0;0.4;0
6.027;Erter, fryst;78;283;0.4;0;8;5.5;5.2;33;0;0;23
6.028;Erter, grønne, hermetisk, avrent;82;260;0.4;0;7.7;4.9;4.4;33;0;0;10
6.029;Erter, gule, tørre;9;1215;2.1;0;41.4;7.4;22;1;0;0.1;1
6.03;Erter, tørkede, hermetisk, avrent;70;452;0.5;0;16.2;5.1;6.9;5;0;0.3;0
6.031;Sukkererter, norsk, rå;86;177;0.1;0;5.3;2.9;3.5;12;0;0.3;46
6.032;Endivesalat, rå;95;55;0.1;0;1;2.2;1;4;0;0.1;4
6.033;Gresskar, rå;92;54;0.1;0;1.7;0.5;1;258;0;1.1;9
6.034;Gressløk, rå;90;108;0.4;0;1.3;3.1;2.7;309;0;3.7;23
6.035;Grønnkål, rå;85;150;0.7;0;2.2;3.8;3.3;446;0;5.4;120
6.036;Gulrot, norsk, rå;89;151;0.1;0;6.7;2.7;0.7;438;0;0.6;4
6.037;Hodekål, rå;90;137;0.1;0;5.2;2.6;1.4;1;0;0.2;54
6.038;Hvitløk, rå;64;486;0.6;0;18.6;1.7;7.9;0;0;0;17
6.039;Kastanjer, ristede;41;821;2.2;0;36.6;7.9;3.2;1;0;0.5;26
6.04;Kinakål, norsk, rå;95;63;0.1;0;1.8;1.2;1.1;6;0;0.4;22
6.041;Kålrot, kålrabi, norsk, rå;89;149;0.1;0;6.4;2.7;0.9;12;0;0.1;35
6.042;Løk, norsk, rå;88;135;0.1;0;5.7;2;1.1;0;0;0.2;6
6.044;Mais, norsk, rå;77;357;1.7;0;12.6;3.2;3.2;5;0;0.2;4
6.046;Neper, norsk, rå;91;115;0.1;0;4.7;2;0.9;2;0;0.1;31
6.047;Paprika, grønn, rå;93;88;0.3;0;2.8;2;0.8;22;0;0.8;120
6.048;Paprika, rød, rå;90;127;0.4;0;4.7;1.9;1;320;0;0.9;140
6.049;Pastinakk, rå;79;277;1.1;0;10;4.5;1.8;3;0;1;17
6.05;Persille, norsk, rå;85;135;0.4;0;1.6;5;3.1;467;0;2.6;108
6.051;Persillerot, norsk, rå;84;195;0.3;0;7.3;3.8;1.7;1;0;1.1;52
6.052;Purreløk, norsk, rå;87;118;0.2;0;3.6;2.8;1.6;34;0;0.8;16
6.053;Rabarbra, rå;94;65;0.2;0;0.7;3.8;0.9;5;0;0.4;13
6.054;Reddik, norsk, rå;94;69;0.1;0;2.5;1.3;0.7;1;0;0.1;21
6.055;Rosenkål, norsk, rå;82;221;0.6;0;4.4;4.6;5.1;18;0;0.3;113
6.056;Rosenkål, fryst;86;182;0.4;0;4.3;3.7;3.8;17;0;0.5;117
6.057;Rødbete, norsk, rå;86;206;0.2;0;8.9;2.5;1.6;0;0;0.1;2
6.058;Bladsalat, norsk, rå;96;44;0.1;0;0.7;1;1.2;78;0;0.6;3
6.059;Isbergsalat, issalat, norsk, rå;96;52;0.1;0;1.5;1.1;0.8;19;0;0.2;4
6.06;Sellerirot, norsk, rå;87;114;0.3;0;2.8;3.5;1.6;0;0;0.5;15
6.061;Sikorisalat, rå;94;64;0.6;0;0.9;2.2;0.5;10;0;0.1;5
6.062;Sopp, norsk,  rå;90;92;0.3;0;0.3;1.8;3.6;0;0;0.4;0
6.063;Sopp, sjampinjong hermetisk, avrent;93;92;0.5;0;0.7;2.4;2.5;0;0;0;2
6.064;Spinat, rå;92;88;0.6;0;0.4;1.9;2.6;275;0;1.7;54
6.065;Spinat, fryst, rå;93;79;0.5;0;0.5;2;2.1;267;0;1.7;24
6.067;Spisskål, rå;92;77;0.3;0;0.9;1.9;2.1;2;0;0.2;66
6.068;Stilkselleri, stangselleri, norsk, rå;92;65;0.1;0;1.3;2.5;1.1;46;0;0.6;13
6.069;Tomat, norsk, rå;94;74;0.2;0;2.5;1.5;0.7;67;0;0.7;17
6.07;Tomat, hermetisk;94;83;0.2;0;3;0.9;1;18;0;0.7;12
6.071;Tomatjuice;94;76;0;0;3;1.4;0.8;16;0;0.2;8
6.072;Blomkål, erter, gulrot, fryst;88;166;0.4;0;4.8;3.2;2.6;251;0;0.3;23
6.073;Erter, gulrot, fryst;85;202;0.4;0;6.1;4;3;375;0;0.4;13
6.074;Erter, gulrot, mais, fryst;81;287;0.6;0;11;3.3;3;251;0;0.3;12
6.075;Blomkål, bønner, erter, gulrot, fryst;88;151;0.3;0;4.3;3.3;2.4;191;0;0.3;20
6.076;Agurker, syltede;83;156;0.7;0;6.1;1.8;0.7;15;0;0.2;0
6.077;Rødbeter, syltede;82;274;0.1;0;13.6;2.6;1.1;1;0;0.1;5
6.078;Surkål, kjøpt;86;124;0;0;5.1;1.7;1.4;2;0;0;10
6.079;Ketchup, tomatketchup;70;455;0.4;0;23.5;1.2;1.8;19;0;1.5;15
6.08;Tomatpuré;72;332;0.2;0;12.9;3.6;4.5;105;0;2.3;4
6.082;Potetchips, mindre fett;5;1917;18;0;63;14;4;0;0;0.1;10
6.083;Soyabønner, tørre;10;1677;17.7;0;18.9;15.3;34;4;0;0.8;0
6.084;Bønner, hvite, tørre;11;1263;1.6;0;41.4;15.8;22;1;0;0.3;0
